_id,ltable_id,rtable_id,ltable_name,ltable_release_year,ltable_director,ltable_actors,ltable_runtime,rtable_name,rtable_release_year,rtable_director,rtable_actors,rtable_runtime,label
37493,a1175,b1641,the virgin suicides,1999,Sofia Coppola,Kirsten Dunst Josh Hartnett James Woods Kathleen Turner,97,the virgin suicides,2000,Sofia Coppola,Josh Hartnett Kirsten Dunst,97,1
28217,a981,b1260,the thin red line,1998,Terrence Malick,Jim Caviezel Sean Penn Nick Nolte Kirk Acevedo,170,the thin red line,1999,Terrence Malick,James Caviezel Nick Nolte Sean Penn,170,1
34749,a1076,b1527,adventureland,2009,Greg Mottola,Jesse Eisenberg Kristen Stewart Ryan Reynolds Kelsey Ledgin,107,adventureland,2009,Greg Mottola,Jesse Eisenberg Kristen Stewart,107,1
22979,a1602,b1055,frost nixon,2008,Ron Howard,Frank Langella Michael Sheen Kevin Bacon Sam Rockwell,122,frost nixon,2008,Ron Howard,Frank Langella Kevin Bacon Michael Sheen,122,1
546,a164,b18,psycho,1960,Alfred Hitchcock,Anthony Perkins Janet Leigh Vera Miles John Gavin,109,psycho,1960,Alfred Hitchcock,Anthony Perkins Janet Leigh,109,1
46145,a96,b2051,am  lie,2001,Jean-Pierre Jeunet,Audrey Tautou Mathieu Kassovitz Rufus Lorella Cravotta,122,am  lie,2001,Jean-Pierre Jeunet,Audrey Tautou Mathieu Kassovitz,122,1
20298,a2558,b915,paprika,2006,Satoshi Kon,Megumi Hayashibara Tôru Emori Katsunosuke Hori Tôru Furuya,90,paprika,2007,Satoshi Kon,Katsunosuke Hori Megumi Hayashibara Toru Emori,90,1
29414,a1186,b1304,dr  no,1962,Terence Young,Sean Connery Ursula Andress Bernard Lee Joseph Wiseman,110,dr  no,1963,Terence Young,Bernard Lee Sean Connery Ursula Andress,110,1
41513,a298,b1815,shrek 2,2004,Andrew Adamson Kelly Asbury Conrad Vernon,Mike Myers Eddie Murphy Cameron Diaz Julie Andrews,93,shrek 2,2004,Andrew Adamson Conrad Vernon Kelly Asbury,Cameron Diaz Eddie Murphy Mike Myers,93,1
20259,a318,b903,midnight in paris,2011,Woody Allen,Owen Wilson Rachel McAdams Kathy Bates Kurt Fuller,94,midnight in paris,2011,Woody Allen,,100,1
12475,a1056,b543,the insider,1999,Michael Mann,Russell Crowe Al Pacino Christopher Plummer Diane Venora,157,the insider,1999,Michael Mann,Al Pacino Russell Crowe,157,1
4279,a235,b153,american hustle,2013,David O. Russell,Christian Bale Amy Adams Bradley Cooper Jennifer Lawrence,138,american hustle,2013,David O. Russell,Alessandro Nivola Amy Adams Bradley Cooper Christian Bale Jennifer Lawrence Jeremy Renner Louis C.K. Robert De Niro,138,1
18287,a1364,b813,pixels,2015,Chris Columbus,Adam Sandler Kevin James Michelle Monaghan Peter Dinklage,105,top five,2014,Chris Rock,Chris Rock Gabrielle Union Kevin Hart Rosario Dawson,102,0
