_id,ltable_id,rtable_id,ltable_name,ltable_release_year,ltable_director,ltable_actors,ltable_runtime,rtable_name,rtable_release_year,rtable_director,rtable_actors,rtable_runtime,label
26884,a3038,b1205,high plains drifter,1973,Clint Eastwood,Clint Eastwood Verna Bloom Marianna Hill Mitchell Ryan,105,play misty for me,1971,Clint Eastwood,Clarice Taylor Clint Eastwood Don Siegel Donna Mills Duke Everts Irene Hervey Jack Ging James McEachin Jessica Walter John Larch,102,0
26890,a564,b1206,28 weeks later,2007,Juan Carlos Fresnadillo,Jeremy Renner Rose Byrne Robert Carlyle Harold Perrineau,100,28 weeks later,2007,Juan Carlos Fresnadillo,Jeremy Renner Robert Carlyle Rose Byrne,99,1
27060,a2902,b1219,head on,2004,Fatih Akin,Birol Ünel Sibel Kekilli Güven Kiraç Zarah Jane McKenzie,121,head on,2005,Fatih Akin,Birol Ünel Sibel Kekilli,121,1
27759,a577,b1239,hellboy ii  the golden army,2008,Guillermo del Toro,Ron Perlman Selma Blair Doug Jones John Alexander,120,hellboy ii  the golden army,2008,Guillermo del Toro,Doug Jones Ron Perlman Selma Blair,120,1
28013,a1219,b1257,punch drunk love,2002,Paul Thomas Anderson,Adam Sandler Emily Watson Philip Seymour Hoffman Jason Andrews,95,punch drunk love,2002,Paul Thomas Anderson,Adam Sandler Emily Watson,95,1
28217,a981,b1260,the thin red line,1998,Terrence Malick,Jim Caviezel Sean Penn Nick Nolte Kirk Acevedo,170,the thin red line,1999,Terrence Malick,James Caviezel Nick Nolte Sean Penn,170,1
28258,a2511,b1261,manhunter,1986,Michael Mann,William Petersen Kim Greist Joan Allen Brian Cox,120,manhunter,1986,Michael Mann,William Petersen,119,1
28291,a2628,b1262,the fog,1980,John Carpenter,Adrienne Barbeau Jamie Lee Curtis Janet Leigh John Houseman,89,halloween,1978,John Carpenter,Donald Pleasence Jamie Lee Curtis Tony Moran,91,0
28355,a807,b1262,halloween,1978,John Carpenter,Donald Pleasence Jamie Lee Curtis Tony Moran Nancy Kyes,91,halloween,1978,John Carpenter,Donald Pleasence Jamie Lee Curtis Tony Moran,91,1
28521,a11,b1274,the dark knight rises,2012,Christopher Nolan,Christian Bale Tom Hardy Anne Hathaway Gary Oldman,164,the dark knight rises,2012,Christopher Nolan,Anne Hathaway Christian Bale Gary Oldman Joseph Gordon-Levitt Marion Cotillard Michael Caine Morgan Freeman Tom Hardy,165,1
28541,a2571,b1275,the lost city of z,2016,James Gray,Charlie Hunnam Robert Pattinson Sienna Miller Tom Holland,141,the lost city of z,2017,James Gray,Charlie Hunnam Robert Pattinson Sienna Miller Tom Holland,141,1
28670,a2056,b1282,the guard,2011,John Michael McDonagh,Brendan Gleeson Don Cheadle Mark Strong Ronan Collins,96,the guard,2011,John Michael McDonagh,,96,1
28919,a254,b1287,ex machina,2014,Alex Garland,Alicia Vikander Domhnall Gleeson Oscar Isaac Sonoya Mizuno,108,ex machina,2015,Alex Garland,Alicia Vikander Domhnall Gleeson Oscar Isaac Sonoya Mizuno,108,1
29035,a257,b1292,harry potter and the half blood prince,2009,David Yates,Daniel Radcliffe Emma Watson Rupert Grint Michael Gambon,153,harry potter and the half blood prince,2009,David Yates,Daniel Radcliffe Emma Watson Rupert Grint,153,1
29414,a1186,b1304,dr  no,1962,Terence Young,Sean Connery Ursula Andress Bernard Lee Joseph Wiseman,110,dr  no,1963,Terence Young,Bernard Lee Sean Connery Ursula Andress,110,1
30025,a290,b1319,zodiac,2007,David Fincher,Jake Gyllenhaal Robert Downey Jr. Mark Ruffalo Anthony Edwards,157,zodiac,2007,David Fincher,Jake Gyllenhaal Mark Ruffalo Robert Downey Jr.,157,1
30153,a1098,b1334,dazed and confused,1993,Richard Linklater,Jason London Wiley Wiggins Matthew McConaughey Rory Cochrane,102,dazed and confused,1993,Richard Linklater,Jason London Matthew McConaughey Rory Cochrane Wiley Wiggins,102,1
30209,a2001,b1337,logan lucky,2017,Steven Soderbergh,Channing Tatum Adam Driver Daniel Craig Farrah Mackenzie,118,logan lucky,2017,Steven Soderbergh,Adam Driver Boden Johnston Channing Tatum Daniel Craig David Denman Farrah Mackenzie Hilary Swank Jim O'Heir Katherine Waterston Katie Holmes Rebecca Koon Riley Keough Sebastian Stan Seth MacFarlane Sutton Johnston,118,1
30393,a3049,b1352,my own private idaho,1991,Gus Van Sant,River Phoenix Keanu Reeves James Russo William Richert,104,my own private idaho,1991,Gus Van Sant,Keanu Reeves River Phoenix,104,1
30456,a2320,b1359,the siege,1998,Edward Zwick,Denzel Washington Bruce Willis Annette Bening Tony Shalhoub,116,courage under fire,1996,Edward Zwick,Denzel Washington Meg Ryan,117,0
30568,a765,b1363,finding dory,2016,Andrew Stanton Angus MacLane,Ellen DeGeneres Albert Brooks Ed O'Neill Kaitlin Olson,97,finding dory,2016,Andrew Stanton Angus MacLane,Albert Brooks Ellen DeGeneres,97,1
30757,a849,b1371,run lola run,1998,Tom Tykwer,Franka Potente Moritz Bleibtreu Herbert Knaup Nina Petri,80,run lola run,1999,Tom Tykwer,Franka Potente Moritz Bleibtreu,80,1
30787,a563,b1372,apollo 13,1995,Ron Howard,Tom Hanks Bill Paxton Kevin Bacon Gary Sinise,140,apollo 13,1995,Ron Howard,Bill Paxton Ed Harris Gary Sinise Kevin Bacon Tom Hanks,140,1
31149,a1369,b1380,the gift,2015,Joel Edgerton,Jason Bateman Rebecca Hall Joel Edgerton Allison Tolman,108,the gift,2015,Joel Edgerton,Jason Bateman Joel Edgerton Rebecca Hall,108,1
31230,a2126,b1385,paddington,2014,Paul King,Hugh Bonneville Sally Hawkins Julie Walters Jim Broadbent,95,paddington,2015,Paul King,Hugh Bonneville Jim Broadbent Julie Walters Nicole Kidman Sally Hawkins,95,1
31263,a2791,b1387,chungking express,1994,Kar-Wai Wong,Brigitte Lin Takeshi Kaneshiro Tony Chiu-Wai Leung Faye Wong,102,chungking express,1996,Kar Wai Wong,Brigitte Lin Takeshi Kaneshiro Tony Leung Chiu Wai,102,1
31981,a1552,b1408,the butler,2013,Lee Daniels,Forest Whitaker Oprah Winfrey John Cusack Jane Fonda,132,chi raq,2015,Spike Lee,Angela Bassett D.B. Sweeney David Patrick Kelly Jennifer Hudson John Cusack Nick Cannon Samuel L. Jackson Teyonah Parris Wesley Snipes,127,0
32027,a632,b1411,8 mile,2002,Curtis Hanson,Eminem Brittany Murphy Kim Basinger Mekhi Phifer,110,8 mile,2002,Curtis Hanson,Brittany Murphy Eminem Kim Basinger Mekhi Phifer,110,1
32031,a646,b1412,jerry maguire,1996,Cameron Crowe,Tom Cruise Cuba Gooding Jr. Renée Zellweger Kelly Preston,139,jerry maguire,1996,Cameron Crowe,Cuba Gooding Jr. Renée Zellweger Tom Cruise,139,1
32051,a1063,b1414,the ghost writer,2010,Roman Polanski,Ewan McGregor Pierce Brosnan Olivia Williams Jon Bernthal,128,the ghost writer,2010,Roman Polanski,Ewan McGregor Olivia Williams Pierce Brosnan,128,1
32085,a596,b1416,the jungle book,2016,Jon Favreau,Neel Sethi Bill Murray Ben Kingsley Idris Elba,106,the jungle book,2016,Jon Favreau,Ben Kingsley Bill Murray Giancarlo Esposito Idris Elba Lupita Nyong'o Neel Sethi Scarlett Johansson,106,1
32411,a39,b1430,the usual suspects,1995,Bryan Singer,Kevin Spacey Gabriel Byrne Chazz Palminteri Stephen Baldwin,106,the usual suspects,1995,Bryan Singer,Chazz Palminteri Gabriel Byrne Kevin Spacey,106,1
33013,a575,b1456,the graduate,1967,Mike Nichols,Dustin Hoffman Anne Bancroft Katharine Ross William Daniels,106,the graduate,1967,Mike Nichols,Anne Bancroft Dustin Hoffman,105,1
33038,a2155,b1457,i  tonya,2017,Craig Gillespie,Margot Robbie Sebastian Stan Allison Janney Julianne Nicholson,120,i  tonya,2017,Craig Gillespie,Allison Janney Bobby Cannavale Bojana Novakovic Caitlin Carver Catherine Dyer Evan George Vourazeris James Sterling Joey Thurmond Joshua Mikel Julianne Nicholson Maizie Smith Margot Robbie Mckenna Grace Paul Walter Hauser Robin Dyke Sebastian Stan,120,1
33335,a2374,b1464,saturday night fever,1977,John Badham,John Travolta Karen Lynn Gorney Barry Miller Joseph Cali,118,saturday night fever,1977,John Badham,John Travolta,118,1
33639,a626,b1473,jagten,2012,Thomas Vinterberg,Mads Mikkelsen Thomas Bo Larsen Annika Wedderkopp Lasse Fogelstrøm,115,the hunt,2013,Thomas Vinterberg,Alexandra Rapaport Anne Louise Hassing Annika Wedderkopp Lars Ranthe Lasse Fogelstr Mads Mikkelsen Ole Dupont Susse Wold Thomas Bo Larsen,115,0
33777,a2270,b1484,the color of money,1986,Martin Scorsese,Paul Newman Tom Cruise Mary Elizabeth Mastrantonio Helen Shaver,119,the color of money,1986,Martin Scorsese,Paul Newman Tom Cruise,119,1
33923,a898,b1491,the conjuring 2,2016,James Wan,Vera Farmiga Patrick Wilson Madison Wolfe Frances O'Connor,134,logan,2017,James Mangold,Boyd Holbrook Dafne Keen Elizabeth Rodriguez Hugh Jackman Patrick Stewart Richard E. Grant Stephen Merchant,137,0
33953,a181,b1491,logan,2017,James Mangold,Hugh Jackman Patrick Stewart Dafne Keen Boyd Holbrook,137,logan,2017,James Mangold,Boyd Holbrook Dafne Keen Elizabeth Rodriguez Hugh Jackman Patrick Stewart Richard E. Grant Stephen Merchant,137,1
34270,a1304,b1502,a christmas story,1983,Bob Clark,Peter Billingsley Melinda Dillon Darren McGavin Scott Schwartz,94,a christmas story,1983,Bob Clark,Peter Billingsley,94,1
34749,a1076,b1527,adventureland,2009,Greg Mottola,Jesse Eisenberg Kristen Stewart Ryan Reynolds Kelsey Ledgin,107,adventureland,2009,Greg Mottola,Jesse Eisenberg Kristen Stewart,107,1
35207,a524,b1549,donnie brasco,1997,Mike Newell,Al Pacino Johnny Depp Michael Madsen Bruno Kirby,127,donnie brasco,1997,Mike Newell,Al Pacino Johnny Depp,127,1
35705,a495,b1559,3 10 to yuma,2007,James Mangold,Russell Crowe Christian Bale Ben Foster Logan Lerman,122,3 10 to yuma,2007,James Mangold,Ben Foster Christian Bale Russell Crowe,122,1
35788,a2395,b1562,a monster calls,2016,J.A. Bayona,Lewis MacDougall Sigourney Weaver Felicity Jones Toby Kebbell,108,a monster calls,2016,Juan Antonio Bayona,Felicity Jones Lewis MacDougall Liam Neeson Sigourney Weaver Toby Kebbell,108,1
35893,a165,b1571,heat,1995,Michael Mann,Al Pacino Robert De Niro Val Kilmer Jon Voight,170,heat,1995,Michael Mann,Al Pacino Jon Voight Robert De Niro Val Kilmer,170,1
35940,a263,b1572,the wolverine,2013,James Mangold,Hugh Jackman Will Yun Lee Tao Okamoto Rila Fukushima,126,guardians of the galaxy,2014,James Gunn,Bradley Cooper Chris Pratt Dave Bautista Lee Pace Vin Diesel Zoe Saldana,121,0
35947,a46,b1572,guardians of the galaxy,2014,James Gunn,Chris Pratt Vin Diesel Bradley Cooper Zoe Saldana,121,guardians of the galaxy,2014,James Gunn,Bradley Cooper Chris Pratt Dave Bautista Lee Pace Vin Diesel Zoe Saldana,121,1
36001,a1348,b1574,roman holiday,1953,William Wyler,Gregory Peck Audrey Hepburn Eddie Albert Hartley Power,118,roman holiday,1953,William Wyler,Audrey Hepburn Eddie Albert Gregory Peck,118,1
36139,a2341,b1578,dreamgirls,2006,Bill Condon,Beyoncé Jamie Foxx Eddie Murphy Danny Glover,130,dreamgirls,2006,Bill Condon,Beyoncé Knowles Eddie Murphy Jamie Foxx,130,1
36151,a1030,b1579,the road warrior,1981,George Miller,Mel Gibson Bruce Spence Michael Preston Max Phipps,94,the road warrior,1982,George Miller,Mel Gibson,94,1
36305,a385,b1581,the thing,1982,John Carpenter,Kurt Russell Wilford Brimley Keith David Richard Masur,109,escape from new york,1981,John Carpenter,Kurt Russell Lee Van Cleef,99,0
36470,a420,b1583,flight,2012,Robert Zemeckis,Denzel Washington Nadine Velazquez Don Cheadle John Goodman,138,flight,2012,Robert Zemeckis,Bruce Greenwood Denzel Washington Nadine Velazquez,138,1
37156,a2311,b1614,midnight special,2016,Jeff Nichols,Michael Shannon Joel Edgerton Kirsten Dunst Adam Driver,112,midnight special,2016,Jeff Nichols,,112,1
37406,a1475,b1624,margin call,2011,J.C. Chandor,Zachary Quinto Stanley Tucci Kevin Spacey Paul Bettany,107,margin call,2011,J.C. Chandor,,105,1
37417,a2166,b1625,disconnect,2012,Henry Alex Rubin,Jason Bateman Jonah Bobo Haley Ramm Hope Davis,115,listen up philip,2014,Alex Ross Perry,Elisabeth Moss Jason Schwartzman Jonathan Pryce Joséphine de La Baume Krysten Ritter,108,0
37493,a1175,b1641,the virgin suicides,1999,Sofia Coppola,Kirsten Dunst Josh Hartnett James Woods Kathleen Turner,97,the virgin suicides,2000,Sofia Coppola,Josh Hartnett Kirsten Dunst,97,1
37624,a2205,b1645,annabelle  creation,2017,David F. Sandberg,Anthony LaPaglia Samara Lee Miranda Otto Brad Greenquist,109,stronger,2017,David Gordon Green,Acei Martin Bennett Deady Brina Carlos Sanz Clancy Brown Danny McCarthy Frankie Shaw J.P. Valenti Jake Gyllenhaal John Pollono Kate Fitzgerald Lenny Clarke Maggie Castle Michelle Romano Miranda Richardson Nate Richman Owen Burke Patty O'Neil Richard Lane Jr. Tatiana Maslany,119,0
37652,a1455,b1648,wild,2014,Jean-Marc Vallée,Reese Witherspoon Laura Dern Gaby Hoffmann Michiel Huisman,115,wild,2014,Jean-Marc Vallée,Gaby Hoffmann Laura Dern Michiel Huisman Reese Witherspoon,115,1
37959,a1454,b1669,what we do in the shadows,2014,Jemaine Clement Taika Waititi,Jemaine Clement Taika Waititi Cori Gonzalez-Macuer Jonny Brugh,86,what we do in the shadows,2015,Jemaine Clement Taika Waititi,Cori Gonzalez-Macuer Jemaine Clement Jonathan Brugh Taika Waititi,86,1
37964,a559,b1670,10 cloverfield lane,2016,Dan Trachtenberg,John Goodman Mary Elizabeth Winstead John Gallagher Jr. Douglas M. Griffin,103,10 cloverfield lane,2016,Dan Trachtenberg,John Gallagher Jr. John Goodman Mary Elizabeth Winstead,104,1
38206,a2940,b1674,rabbit hole,2010,John Cameron Mitchell,Nicole Kidman Aaron Eckhart Dianne Wiest Miles Teller,91,rabbit hole,2010,John Cameron Mitchell,Aaron Eckhart Dianne Wiest Nicole Kidman,91,1
38256,a1183,b1675,the last of the mohicans,1992,Michael Mann,Daniel Day-Lewis Madeleine Stowe Russell Means Eric Schweig,112,the last of the mohicans,1992,Michael Mann,Daniel Day-Lewis Madeleine Stowe,112,1
38327,a304,b1676,american gangster,2007,Ridley Scott,Denzel Washington Russell Crowe Chiwetel Ejiofor Josh Brolin,157,american gangster,2007,Ridley Scott,Denzel Washington Russell Crowe,157,1
38414,a1011,b1678,mud,2012,Jeff Nichols,Matthew McConaughey Tye Sheridan Jacob Lofland Sam Shepard,130,mud,2013,Jeff Nichols,Jacob Lofland Matthew McConaughey Michael Shannon Reese Witherspoon Sam Shepard Sarah Paulson Tye Sheridan,130,1
38429,a281,b1679,nightcrawler,2014,Dan Gilroy,Jake Gyllenhaal Rene Russo Bill Paxton Riz Ahmed,118,nightcrawler,2014,Dan Gilroy,Bill Paxton Jake Gyllenhaal Rene Russo,117,1
38505,a1893,b1681,the last emperor,1987,Bernardo Bertolucci,John Lone Joan Chen Peter O'Toole Ruocheng Ying,163,the last emperor,1987,Bernardo Bertolucci,Joan Chen John Lone Peter O'Toole,163,1
38520,a583,b1682,the hunger games  mockingjay   part 2,2015,Francis Lawrence,Jennifer Lawrence Josh Hutcherson Liam Hemsworth Woody Harrelson,137,the hunger games  catching fire,2013,Francis Lawrence,Jennifer Lawrence Josh Hutcherson Liam Hemsworth Philip Seymour Hoffman,146,1
38549,a1975,b1683,submarine,2010,Richard Ayoade,Craig Roberts Sally Hawkins Paddy Considine Noah Taylor,97,submarine,2011,Richard Ayoade,,97,1
38585,a183,b1685,superbad,2007,Greg Mottola,Michael Cera Jonah Hill Christopher Mintz-Plasse Bill Hader,113,superbad,2007,Greg Mottola,Christopher Mintz-Plasse Jonah Hill Michael Cera,113,1
38633,a1616,b1694,the manchurian candidate,2004,Jonathan Demme,Denzel Washington Liev Schreiber Meryl Streep Kimberly Elise,129,the manchurian candidate,2004,Jonathan Demme,Denzel Washington Liev Schreiber,129,1
38648,a980,b1696,the talented mr  ripley,1999,Anthony Minghella,Matt Damon Gwyneth Paltrow Jude Law Cate Blanchett,139,the talented mr  ripley,1999,Anthony Minghella,Gwyneth Paltrow Jude Law Matt Damon,139,1
38692,a1173,b1697,the naked gun  from the files of police squad ,1988,David Zucker,Leslie Nielsen Priscilla Presley O.J. Simpson Ricardo Montalban,85,the naked gun  from the files of police squad ,1988,David Zucker,Leslie Nielsen O.J. Simpson Priscilla Presley,85,1
39032,a759,b1701,the girl with the dragon tattoo,2009,Niels Arden Oplev,Michael Nyqvist Noomi Rapace Ewa Fröling Lena Endre,152,the girl with the dragon tattoo,2010,Niels Arden Oplev,Ewa Fröling Michael Nyqvist Noomi Rapace,152,1
39098,a346,b1704,the chronicles of narnia  the lion  the witch and the wardrobe,2005,Andrew Adamson,Tilda Swinton Georgie Henley William Moseley Skandar Keynes,143,the chronicles of narnia  the lion  the witch and the wardrobe,2005,Andrew Adamson,Anna Popplewell Georgie Henley Skandar Keynes Tilda Swinton William Moseley,143,1
39256,a2673,b1713,top secret ,1984,Jim Abrahams David Zucker Jerry Zucker,Val Kilmer Lucy Gutteridge Peter Cushing Jeremy Kemp,90,lucas,1986,David Seltzer,Charlie Sheen Ciro Poppiti Corey Haim Courtney Thorne-Smith Guy Boyd Jeremy Piven Kerri Green Kevin Wixted Tom Hodges Winona Ryder,100,0
39631,a2227,b1726,frank,2014,Lenny Abrahamson,Michael Fassbender Domhnall Gleeson Maggie Gyllenhaal Moira Brooker,95,frank,2014,Lenny Abrahamson,Domhnall Gleeson Maggie Gyllenhaal Michael Fassbender,95,1
39745,a279,b1737,rush,2013,Ron Howard,Daniel Brühl Chris Hemsworth Olivia Wilde Alexandra Maria Lara,123,rush,2013,Ron Howard,Chris Hemsworth Daniel Brühl Olivia Wilde,123,1
40600,a46,b1762,guardians of the galaxy,2014,James Gunn,Chris Pratt Vin Diesel Bradley Cooper Zoe Saldana,121,lambert   stamp,2015,James D. Cooper,Chris Stamp Kit Lambert Pete Townsend Roger Daltrey,117,0
40897,a982,b1775,misery,1990,Rob Reiner,James Caan Kathy Bates Richard Farnsworth Frances Sternhagen,107,misery,1990,Rob Reiner,James Caan Kathy Bates,107,1
40930,a2687,b1778,win win,2011,Tom McCarthy,Paul Giamatti Amy Ryan Jeffrey Tambor Bobby Cannavale,106,win win,2011,Thomas McCarthy,Amy Ryan Jeffrey Tambor Paul Giamatti,106,1
41110,a1435,b1793,infernal affairs,2002,Wai-Keung Lau Alan Mak,Andy Lau Tony Chiu-Wai Leung Anthony Chau-Sang Wong Eric Tsang,101,infernal affairs,2004,Alan Mak Wai-keung Lau,Andy Lau Anthony Wong Chau-Sang Tony Leung Chiu Wai,101,1
41149,a2658,b1794,bernie,2011,Richard Linklater,Jack Black Shirley MacLaine Matthew McConaughey Brady Coleman,104,bernie,2012,Richard Linklater,Jack Black Matthew McConaughey Shirley MacLaine,104,1
41183,a547,b1796,bridesmaids,2011,Paul Feig,Kristen Wiig Maya Rudolph Rose Byrne Terry Crews,125,bridesmaids,2011,Paul Feig,Kristen Wiig Maya Rudolph Rose Byrne,125,1
41310,a1879,b1799,the muppets,2011,James Bobin,Amy Adams Jason Segel Chris Cooper Rashida Jones,103,the muppets,2011,James Bobin,,98,1
41347,a1860,b1801,darkest hour,2017,Joe Wright,Gary Oldman Lily James Kristin Scott Thomas Ben Mendelsohn,125,darkest hour,2017,Joe Wright,Adrian Rawlins Anna Burnett Beatrice Stein Ben Mendelsohn Charley Palmer Merkell David Schofield Gary Oldman Hannah Steele Hilton McRae Jordan Waller Kristin Scott Thomas Lily James Nicholas Jones Philip Martin Brown Pip Torrens Richard Lumsden Ronald Pickup Samuel West Stephen Dillane,125,1
41437,a2363,b1812,lady vengeance,2005,Chan-wook Park,Yeong-ae Lee Min-sik Choi Shi-hoo Kim Yea-young Kwon,115,lady vengeance,2006,Chan-wook Park,,112,1
41513,a298,b1815,shrek 2,2004,Andrew Adamson Kelly Asbury Conrad Vernon,Mike Myers Eddie Murphy Cameron Diaz Julie Andrews,93,shrek 2,2004,Andrew Adamson Conrad Vernon Kelly Asbury,Cameron Diaz Eddie Murphy Mike Myers,93,1
41609,a1841,b1820,elizabeth,1998,Shekhar Kapur,Cate Blanchett Geoffrey Rush Christopher Eccleston Joseph Fiennes,124,elizabeth,1998,Shekhar Kapur,Cate Blanchett,124,1
41619,a1042,b1822,the heat,2013,Paul Feig,Sandra Bullock Michael McDonald Melissa McCarthy Demián Bichir,117,spy,2015,Paul Feig,Jason Statham Jude Law Melissa McCarthy Rose Byrne,119,0
41638,a702,b1822,spy,2015,Paul Feig,Melissa McCarthy Rose Byrne Jude Law Jason Statham,119,spy,2015,Paul Feig,Jason Statham Jude Law Melissa McCarthy Rose Byrne,119,1
42096,a29,b1846,the wolf of wall street,2013,Martin Scorsese,Leonardo DiCaprio Jonah Hill Margot Robbie Matthew McConaughey,180,the wolf of wall street,2013,Martin Scorsese,Cristin Milioti Ethan Suplee Jean Dujardin Jon Bernthal Jon Favreau Jonah Hill Kyle Chandler Leonardo DiCaprio Margot Robbie Matthew McConaughey Rob Reiner Spike Jonze,180,1
42485,a831,b1860,american wedding,2003,Jesse Dylan,Jason Biggs Alyson Hannigan Seann William Scott Eugene Levy,96,roger dodger,2002,Dylan Kidd,Campbell Scott Isabella Rossellini Jesse Eisenberg,106,0
42701,a197,b1870,minority report,2002,Steven Spielberg,Tom Cruise Colin Farrell Samantha Morton Max von Sydow,145,catch me if you can,2002,Steven Spielberg,Christopher Walken Leonardo DiCaprio Tom Hanks,141,0
42705,a81,b1870,catch me if you can,2002,Steven Spielberg,Leonardo DiCaprio Tom Hanks Christopher Walken Martin Sheen,141,catch me if you can,2002,Steven Spielberg,Christopher Walken Leonardo DiCaprio Tom Hanks,141,1
42768,a914,b1872,side effects,2013,Steven Soderbergh,Rooney Mara Channing Tatum Jude Law Catherine Zeta-Jones,106,side effects,2013,Steven Soderbergh,Catherine Zeta Jones Channing Tatum Jude Law Rooney Mara,106,1
42814,a1279,b1872,magic mike,2012,Steven Soderbergh,Channing Tatum Alex Pettyfer Olivia Munn Matthew McConaughey,110,side effects,2013,Steven Soderbergh,Catherine Zeta Jones Channing Tatum Jude Law Rooney Mara,106,0
43041,a1317,b1885,trainwreck,2015,Judd Apatow,Amy Schumer Bill Hader Brie Larson Colin Quinn,125,trainwreck,2015,Judd Apatow,Amy Schumer Bill Hader Brie Larson Colin Quinn,125,1
43288,a978,b1890,about a boy,2002,Chris Weitz Paul Weitz,Hugh Grant Nicholas Hoult Toni Collette Sharon Small,101,about a boy,2002,Chris Weitz Paul Weitz,Hugh Grant,101,1
43412,a1916,b1900,swiss army man,2016,Dan Kwan Daniel Scheinert,Paul Dano Daniel Radcliffe Mary Elizabeth Winstead Antonia Ribero,97,get me roger stone,2017,Daniel DiMauro Dylan Bank Morgan Pehme,Alex Jones Donald Trump Harry Siegel Jane Mayer Jeffrey Toobin Matt Labash Paul Manafort Roger Stone Tucker Carlson Wayne Barrett,92,0
43450,a1377,b1907,mother ,2017,Darren Aronofsky,Jennifer Lawrence Javier Bardem Ed Harris Michelle Pfeiffer,121,mother ,2017,Darren Aronofsky,Amanda Chiu Brian Gleeson Domhnall Gleeson Ed Harris Eric Davis Javier Bardem Jennifer Lawrence Jovan Adepo Kristen Wiig Michelle Pfeiffer Patricia Summersett Stefan Simchowitz Stephen McHattie,121,1
43773,a1282,b1930,monster,2003,Patty Jenkins,Charlize Theron Christina Ricci Bruce Dern Lee Tergesen,109,monster,2003,Patty Jenkins,Bruce Dern Charlize Theron Christina Ricci,109,1
44360,a393,b1959,the others,2001,Alejandro Amenábar,Nicole Kidman Christopher Eccleston Fionnula Flanagan Alakina Mann,104,the others,2001,Alejandro Amenábar,Christopher Eccleston Nicole Kidman,104,1
44374,a146,b1960,twelve monkeys,1995,Terry Gilliam,Bruce Willis Madeleine Stowe Brad Pitt Joseph Melito,129,twelve monkeys,1996,Terry Gilliam,Bruce Willis Madeleine Stowe,129,1
44719,a491,b1972,serenity,2005,Joss Whedon,Nathan Fillion Gina Torres Chiwetel Ejiofor Alan Tudyk,119,serenity,2005,Joss Whedon,Chiwetel Ejiofor Gina Torres Nathan Fillion,119,1
44796,a937,b1978,the last king of scotland,2006,Kevin Macdonald,James McAvoy Forest Whitaker Gillian Anderson Kerry Washington,123,the last king of scotland,2006,Kevin Macdonald,Forest Whitaker Gillian Anderson James McAvoy,123,1
44804,a2788,b1978,tristan   isolde,2006,Kevin Reynolds,James Franco Sophia Myles Rufus Sewell David O'Hara,125,the last king of scotland,2006,Kevin Macdonald,Forest Whitaker Gillian Anderson James McAvoy,123,0
44834,a2600,b1986,the invitation,2015,Karyn Kusama,Logan Marshall-Green Emayatzy Corinealdi Michiel Huisman Tammy Blanchard,100,the invitation,2016,Karyn Kusama,Emayatzy E. Corinealdi Logan Marshall-Green Michiel Huisman Tammy Blanchard,100,1
44976,a192,b1992,ocean s eleven,2001,Steven Soderbergh,George Clooney Brad Pitt Julia Roberts Matt Damon,116,ocean s eleven,2001,Steven Soderbergh,Brad Pitt George Clooney,116,1
45219,a2195,b2016,fearless,2006,Ronny Yu,Jet Li Li Sun Yong Dong Yun Qu,104,fearless,2006,Ronny Yu,Jet Li,103,1
45468,a627,b2025,beetlejuice,1988,Tim Burton,Alec Baldwin Geena Davis Michael Keaton Annie McEnroe,92,beetlejuice,1988,Tim Burton,Alec Baldwin Geena Davis Michael Keaton,92,1
45491,a1454,b2028,what we do in the shadows,2014,Jemaine Clement Taika Waititi,Jemaine Clement Taika Waititi Cori Gonzalez-Macuer Jonny Brugh,86,boy,2012,Taika Waititi,Cherilee Martin Haze Reweti James Rolleston Moerangi Tihore RickyLee Waipuka-Russell Taika Waititi,87,0
45652,a1217,b2036,never let me go,2010,Mark Romanek,Keira Knightley Carey Mulligan Andrew Garfield Izzy Meikle-Small,103,never let me go,2010,Mark Romanek,Andrew Garfield Carey Mulligan Keira Knightley,103,1
45682,a397,b2038,batman,1989,Tim Burton,Michael Keaton Jack Nicholson Kim Basinger Robert Wuhl,126,batman,1989,Tim Burton,Jack Nicholson Michael Keaton,126,1
45709,a481,b2040,babel,2006,Alejandro G. Iñárritu,Brad Pitt Cate Blanchett Gael García Bernal Mohamed Akhzam,143,babel,2006,Alejandro González Iñárritu,Brad Pitt Cate Blanchett,143,1
45794,a894,b2042,the taking of pelham 123,2009,Tony Scott,Denzel Washington John Travolta Luis Guzmán Victor Gojcaj,106,unstoppable,2010,Tony Scott,Chris Pine Denzel Washington Rosario Dawson,98,0
45795,a2137,b2043,bad lieutenant  port of call new orleans,2009,Werner Herzog,Nicolas Cage Eva Mendes Russell M. Haeuser Val Kilmer,122,the bad lieutenant  port of call   new orleans,2009,Werner Herzog,Eva Mendes Nicolas Cage,122,1
45800,a903,b2044,shame,2011,Steve McQueen,Michael Fassbender Carey Mulligan James Badge Dale Lucy Walters,101,brave,2012,Brenda Chapman Mark Andrews Steve Purcell,Billy Connolly Craig Ferguson Emma Thompson Julie Walters Kelly Macdonald Kevin McKidd Robbie Coltrane,93,0
