_id,ltable_id,rtable_id,ltable_name,ltable_release_year,ltable_director,ltable_actors,ltable_runtime,rtable_name,rtable_release_year,rtable_director,rtable_actors,rtable_runtime,label
46146,a2570,b2052,enter the void,2009,Gaspar Noé,Nathaniel Brown Paz de la Huerta Cyril Roy Olly Alexander,161,enter the void,2010,Gaspar Noé,Cyril Roy Nathaniel Brown Olly Alexander Paz de la Huerta,161,1
58834,a1367,b2605,good morning  vietnam,1987,Barry Levinson,Robin Williams Forest Whitaker Tung Thanh Tran Chintara Sukapatana,121,good morning  vietnam,1988,Barry Levinson,Bruno Kirby Chintara Sukapatana Forest Whitaker J.T. Walsh Juney Smith Noble Willingham Richard Edson Robert Wuhl Robin Williams Tung Thanh Tran,121,1
35940,a263,b1572,the wolverine,2013,James Mangold,Hugh Jackman Will Yun Lee Tao Okamoto Rila Fukushima,126,guardians of the galaxy,2014,James Gunn,Bradley Cooper Chris Pratt Dave Bautista Lee Pace Vin Diesel Zoe Saldana,121,0
14079,a2648,b617,bullitt,1968,Peter Yates,Steve McQueen Jacqueline Bisset Robert Vaughn Don Gordon,114,bullitt,1968,Peter Yates,Carl Reindel Don Gordon Georg Stanford Brown Jacqueline Bisset Justin Tarr Norman Fell Robert Duvall Robert Vaughn Simon Oakland Steve McQueen,114,1
20108,a1242,b901,the master,2012,Paul Thomas Anderson,Philip Seymour Hoffman Joaquin Phoenix Amy Adams Jesse Plemons,138,inherent vice,2014,Paul Thomas Anderson,Benicio Del Toro Jena Malone Joaquin Phoenix Josh Brolin Katherine Waterston Martin Short Maya Rudolph Owen Wilson Reese Witherspoon,0,0
45491,a1454,b2028,what we do in the shadows,2014,Jemaine Clement Taika Waititi,Jemaine Clement Taika Waititi Cori Gonzalez-Macuer Jonny Brugh,86,boy,2012,Taika Waititi,Cherilee Martin Haze Reweti James Rolleston Moerangi Tihore RickyLee Waipuka-Russell Taika Waititi,87,0
19041,a445,b861,the big short,2015,Adam McKay,Christian Bale Steve Carell Ryan Gosling Brad Pitt,130,the big short,2015,Adam McKay,Brad Pitt Christian Bale Hamish Linklater John Magaro Melissa Leo Rafe Spall Ryan Gosling Steve Carell,130,1
13194,a124,b582,trainspotting,1996,Danny Boyle,Ewan McGregor Ewen Bremner Jonny Lee Miller Kevin McKidd,94,trainspotting,1996,Danny Boyle,Ewan McGregor Ewen Bremner Jonny Lee Miller Kevin McKidd Robert Carlyle,94,1
35893,a165,b1571,heat,1995,Michael Mann,Al Pacino Robert De Niro Val Kilmer Jon Voight,170,heat,1995,Michael Mann,Al Pacino Jon Voight Robert De Niro Val Kilmer,170,1
30025,a290,b1319,zodiac,2007,David Fincher,Jake Gyllenhaal Robert Downey Jr. Mark Ruffalo Anthony Edwards,157,zodiac,2007,David Fincher,Jake Gyllenhaal Mark Ruffalo Robert Downey Jr.,157,1
55600,a501,b2443,eyes wide shut,1999,Stanley Kubrick,Tom Cruise Nicole Kidman Todd Field Sydney Pollack,159,eyes wide shut,1999,Stanley Kubrick,Nicole Kidman Tom Cruise,159,1
52293,a2797,b2305,the world s fastest indian,2005,Roger Donaldson,Anthony Hopkins Diane Ladd Iain Rea Tessa Mitchell,127,the world s fastest indian,2005,Roger Donaldson,Anthony Hopkins,127,1
45819,a1710,b2044,movie 43,2013,Elizabeth Banks Steven Brill Steve Carr Rusty Cundieff James Duffy Griffin Dunne Peter Farrelly Patrik Forsberg Will Graham James Gunn Brett Ratner Jonathan van Tulleken Bob Odenkirk,Emma Stone Stephen Merchant Richard Gere Liev Schreiber,94,brave,2012,Brenda Chapman Mark Andrews Steve Purcell,Billy Connolly Craig Ferguson Emma Thompson Julie Walters Kelly Macdonald Kevin McKidd Robbie Coltrane,93,0
26452,a2229,b1185,sing street,2016,John Carney,Ferdia Walsh-Peelo Aidan Gillen Maria Doyle Kennedy Jack Reynor,106,sing street,2016,John Carney,Aidan Gillen Ben Carolan Ferdia Walsh-Peelo Jack Reynor Kelly Thornton Lucy Boynton Maria Doyle Kennedy,106,1
13860,a97,b607,spider man,2002,Sam Raimi,Tobey Maguire Kirsten Dunst Willem Dafoe James Franco,121,spider man 2,2004,Sam Raimi,Alfred Molina Kirsten Dunst Tobey Maguire,127,0
2830,a2864,b99,the triplets of belleville,2003,Sylvain Chomet,Michèle Caucheteux Jean-Claude Donda Michel Robin Monica Viegas,78,the triplets of belleville,2003,Sylvain Chomet,Jean-Claude Donda Michel Robin Michèle Caucheteux Monica Viegas,78,1
